,label,poids
1,dessus_face_droit,99.79999999999998
2,dessus_profil_droit,54.58
0,dessus_face,49.14
5,dessus_arriere_gauche,21.189999999999998
4,dessus_arriere,9.21
6,dessus_profil_gauche,8.04
7,dessus_face_gauche,3.67
3,dessus_arriere_droit,3.37
