,cat,label,poids_modelnet,poids_us,poids_modelnet_norm,poids_us_norm
0,cabinet-t,dessus_face,16.55,4.5,0.422,0.265
1,cabinet-t,dessus_face_droit,10.27,11.200000000000001,0.262,0.659
2,cabinet-t,dessus_profil_droit,0.31,1.3,0.008,0.076
3,cabinet-t,dessus_arriere_droit,4.86,0.0,0.124,0.0
4,cabinet-t,dessus_arriere,7.199999999999999,0.0,0.184,0.0
