,cat,label,poids_modelnet,poids_us,poids_modelnet_norm,poids_us_norm
0,cup,dessus_face,0.0,3.5,0.0,0.031
1,cup,dessus_face_droit,0.0,6.9,0.0,0.062
2,cup,dessus_profil_droit,0.0,34.1,0.0,0.304
3,cup,dessus_arriere_droit,0.0,12.3,0.0,0.11
4,cup,dessus_arriere,0.0,4.600000000000001,0.0,0.041
5,cup,dessus_arriere_gauche,0.0,19.4,0.0,0.173
6,cup,dessus_profil_gauche,0.33,27.6,0.33,0.246
7,cup,dessus_face_gauche,0.67,3.6,0.67,0.032
