,cat,label,poids_modelnet,poids_us,poids_modelnet_norm,poids_us_norm
0,carVasa,dessus_face,0.0,9.800000000000002,,0.138
1,carVasa,dessus_face_droit,0.0,19.5,,0.275
2,carVasa,dessus_profil_droit,0.0,6.3,,0.089
3,carVasa,dessus_arriere_droit,0.0,1.0,,0.014
4,carVasa,dessus_arriere,0.0,4.2,,0.059
5,carVasa,dessus_arriere_gauche,0.0,2.4000000000000004,,0.034
6,carVasa,dessus_profil_gauche,0.0,5.299999999999999,,0.075
7,carVasa,dessus_face_gauche,0.0,22.500000000000004,,0.317
