,label,poids
6,dessus_profil_gauche,3.24
7,dessus_face_gauche,2.91
2,dessus_profil_droit,1.04
3,dessus_arriere_droit,0.92
5,dessus_arriere_gauche,0.85
1,dessus_face_droit,0.05
0,dessus_face,0.0
4,dessus_arriere,0.0
