,cat,label,poids_modelnet,poids_us,poids_modelnet_norm,poids_us_norm
0,vase,dessus_face,2.32,1.7000000000000002,0.129,0.046
1,vase,dessus_face_droit,2.35,2.4,0.13,0.065
2,vase,dessus_profil_droit,1.73,12.0,0.096,0.324
3,vase,dessus_arriere_droit,3.79,7.500000000000001,0.21,0.203
4,vase,dessus_arriere,3.82,4.9,0.212,0.132
5,vase,dessus_arriere_gauche,1.7,2.7,0.094,0.073
6,vase,dessus_profil_gauche,2.05,5.000000000000001,0.114,0.135
7,vase,dessus_face_gauche,0.26,0.8,0.014,0.022
