,cat,label,poids_modelnet,poids_us,poids_modelnet_norm,poids_us_norm
0,vase,dessus_face,2.32,1.7000000000000002,0.129,0.046
1,vase,dessus_face_droit,2.6100000000000003,3.2,0.145,0.086
2,vase,dessus_profil_droit,3.78,17.0,0.21,0.459
3,vase,dessus_arriere_droit,5.49,10.200000000000001,0.305,0.276
4,vase,dessus_arriere,3.82,4.9,0.212,0.132
