,cat,label,poids_modelnet,poids_us,poids_modelnet_norm,poids_us_norm
0,carVasa,dessus_face,0.27,9.800000000000002,0.007,0.138
1,carVasa,dessus_face_droit,9.77,42.0,0.257,0.592
2,carVasa,dessus_profil_droit,22.75,11.599999999999998,0.598,0.163
3,carVasa,dessus_arriere_droit,5.279999999999999,3.4000000000000004,0.139,0.048
4,carVasa,dessus_arriere,0.0,4.2,0.0,0.059
